1446590645200412,0,0,0,278,357650993,-1207700989,241.099670,2147483647
1446590646200412,65536,0,278,279,357651003,-1207700998,241.071960,2147483647
1446590646200412,65536,0,279,278,357651003,-1207701004,241.035599,2147483647
1446590647200412,65536,0,278,279,357651000,-1207701009,240.994385,2147483647
1446590647200412,65536,0,279,279,357650999,-1207701004,240.983154,2147483647
1446590648200413,65536,0,279,279,357651002,-1207700997,240.987320,2147483647
1446590648200413,65536,0,279,279,357651014,-1207700993,240.993774,2147483647
1446590649200413,65536,0,279,279,357651023,-1207700990,241.004852,2147483647
1446590649200413,65536,0,279,279,357651028,-1207700995,241.036453,2147483647
1446590650200413,65536,0,279,279,357651019,-1207700998,241.050629,2147483647
1446590650200413,65536,0,279,279,357651022,-1207700995,241.059204,2147483647
1446590651200414,65536,0,279,279,357651036,-1207700988,241.059937,2147483647
1446590651200414,65536,0,279,279,357651051,-1207700984,241.048035,2147483647
1446590652200414,65536,0,279,279,357651058,-1207700989,241.022537,2147483647
1446590652200414,65536,0,279,279,357651057,-1207700987,241.011002,2147483647
1446590653200414,65536,0,279,279,357651060,-1207700987,241.015427,2147483647
1446590653200414,65536,0,279,279,357651060,-1207700985,241.121643,2147483647
1446590654200415,65536,0,279,279,357651059,-1207700985,241.193375,2147483647
1446590654200415,65536,0,279,279,357651070,-1207700991,241.234390,2147483647
1446590655200415,65536,0,279,279,357651086,-1207701013,241.213501,2147483647
1446590655200415,65536,0,279,279,357651085,-1207701023,241.200531,2147483647
1446590656200416,65536,0,279,279,357651084,-1207701023,241.154526,2147483647
1446590656200416,65536,0,279,279,357651086,-1207701024,241.105286,2147483647
1446590657200416,65536,0,279,279,357651080,-1207701019,241.049133,2147483647
1446590657200416,65536,0,279,279,357651068,-1207701018,240.988449,2147483647
1446590658200416,65536,0,279,279,357651068,-1207701030,240.969254,2147483647
1446590658200416,65536,0,279,278,357651081,-1207701053,240.923141,2147483647
1446590659200417,65536,0,278,278,357651085,-1207701062,240.915314,2147483647
1446590659200417,65536,0,278,278,357651090,-1207701053,240.936218,2147483647
1446590660200417,65536,0,278,278,357651094,-1207701043,241.024155,2147483647
1446590660200417,65536,0,278,278,357651097,-1207701046,241.064926,2147483647
1446590661200417,65536,0,278,278,357651096,-1207701052,241.081787,2147483647
1446590661200417,65536,0,278,278,357651070,-1207701056,241.063858,2147483647
1446590662200418,65536,0,278,278,357651052,-1207701061,241.045776,2147483647
1446590662200418,65536,0,278,278,357651054,-1207701053,241.128677,2147483647
1446590663200418,65536,0,278,278,357651070,-1207701049,241.179550,2147483647
1446590663200418,65536,0,278,278,357651069,-1207701049,241.214371,2147483647
1446590664200419,65536,0,278,278,357651047,-1207701050,241.238480,2147483647
1446590664200419,65536,0,278,278,357651032,-1207701058,241.206009,2147483647
1446590665200419,65536,0,278,278,357651024,-1207701071,241.077881,2147483647
1446590665200419,65536,0,278,278,357651021,-1207701076,241.056900,2147483647
1446590666200419,65536,0,278,278,357651022,-1207701070,241.046692,2147483647
1446590666200419,65536,0,278,278,357651023,-1207701067,241.006302,2147483647
1446590667200420,65536,0,278,278,357651025,-1207701072,240.969818,2147483647
1446590667200420,65536,0,278,278,357651020,-1207701080,240.968185,2147483647
1446590668200420,65536,0,278,278,357651015,-1207701092,240.921722,2147483647
1446590668200420,65536,0,278,278,357651005,-1207701099,240.910477,2147483647
1446590669200420,65536,0,278,278,357651001,-1207701102,240.888306,2147483647
1446590669200420,65536,0,278,278,357650997,-1207701107,240.880859,2147483647
1446590670200421,65536,0,278,278,357650987,-1207701109,240.895493,2147483647
1446590670200421,65536,0,278,278,357650998,-1207701105,240.964294,2147483647
1446590671200421,65536,0,278,278,357651002,-1207701111,240.990036,2147483647
1446590671200421,65536,0,278,278,357651005,-1207701107,240.980515,2147483647
1446590672200421,65536,0,278,278,357651007,-1207701100,240.964432,2147483647
1446590672200421,65536,0,278,278,357651002,-1207701108,240.935455,2147483647
1446590673200422,65536,0,278,278,357651005,-1207701120,240.955353,2147483647
1446590673200422,65536,0,278,278,357651013,-1207701126,240.929398,2147483647
1446590674200422,65536,0,278,278,357651020,-1207701124,240.900665,2147483647
1446590674200422,65536,0,278,278,357651021,-1207701118,240.833084,2147483647
1446590675200423,65536,0,278,278,357651012,-1207701119,240.797455,2147483647
1446590675200423,65536,0,278,278,357651001,-1207701125,240.784836,2147483647
1446590676200423,65536,0,278,278,357650991,-1207701122,240.750504,2147483647
1446590676200423,65536,0,278,278,357650987,-1207701126,240.716797,2147483647
1446590677200423,65536,0,278,278,357650987,-1207701139,240.701004,2147483647
1446590677200423,65536,0,278,278,357650979,-1207701149,240.691925,2147483647
1446590678200424,65536,0,278,278,357650975,-1207701147,240.657898,2147483647
1446590678200424,65536,0,278,278,357650978,-1207701147,240.660721,2147483647
1446590679200424,65536,0,278,277,357650979,-1207701154,240.680374,2147483647
1446590679200424,65536,0,277,277,357650978,-1207701158,240.732330,2147483647
1446590680200424,65536,0,277,277,357650975,-1207701157,240.762741,2147483647
1446590680200424,65536,0,277,277,357650964,-1207701158,240.793259,2147483647
1446590681200425,65536,0,277,277,357650955,-1207701160,240.879822,2147483647
1446590681200425,65536,0,277,277,357650957,-1207701167,240.932571,2147483647
1446590682200425,65536,0,277,277,357650959,-1207701172,241.018692,2147483647
1446590682200425,65536,0,277,277,357650964,-1207701178,241.042755,2147483647
1446590683200426,65536,0,277,277,357650964,-1207701178,241.050446,2147483647
1446590683200426,65536,0,277,277,357650962,-1207701175,241.072327,2147483647
1446590684200426,65536,0,277,277,357650963,-1207701181,241.060211,2147483647
1446590684200426,65536,0,277,277,357650961,-1207701185,241.046448,2147483647
1446590685200426,65536,0,277,277,357650957,-1207701183,241.011200,2147483647
1446590685200426,65536,0,277,277,357650952,-1207701172,241.008636,2147483647
1446590686200427,65536,0,277,277,357650955,-1207701168,241.011429,2147483647
1446590686200427,65536,0,277,277,357650957,-1207701171,241.004669,2147483647
1446590687200427,65536,0,277,277,357650940,-1207701172,240.997375,2147483647
1446590687200427,65536,0,277,277,357650929,-1207701172,240.962708,2147483647
1446590688200427,65536,0,277,277,357650936,-1207701176,241.000168,2147483647
1446590688200427,65536,0,277,277,357650711,-1207701189,241.048416,2147483647
1446590689200428,65536,0,277,277,357650812,-1207701183,241.077194,2147483647
1446590689200428,65536,0,277,277,357650973,-1207701177,241.089447,2147483647
1446590690200428,65536,0,277,277,357651012,-1207701175,241.096222,2147483647
1446590690200428,65536,0,277,277,357650967,-1207701178,241.142670,2147483647
1446590691200428,65536,0,277,277,357650940,-1207701180,241.150574,2147483647
1446590691200428,65536,0,277,277,357650957,-1207701171,241.213486,2147483647
1446590692200429,65536,0,277,277,357650981,-1207701164,241.230515,2147483647
1446590692200429,65536,0,277,279,357650999,-1207701162,241.167450,2147483647
1446590693200429,65536,0,279,283,357650991,-1207701159,241.079468,2147483647
1446590693200429,65536,0,283,286,357650960,-1207701175,241.486069,2147483647
1446590694200430,65536,0,286,286,357650955,-1207701243,243.220200,2147483647
1446590694200430,65536,0,286,286,357650976,-1207701329,244.157379,2147483647
