0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.26,.48,.2,0,.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.04,.48,.24,.06,.02,.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.36,.46,.12,0,0,.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.06,.08,.48,.28,.02,.06,0,0,.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.04,.42,.44,.02,.02,0,0,0,0,0,.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,0,.06,.02,.04,.06,.4,.32,.06,.02,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.04,0,0,0,.04,.22,.36,.22,.04,.06,0,0,0,0,0,0,0,0,0,0,0,0,0,.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.32,.44,.1,.08,.02,0,0,0,0,0,0,0,0,0,0,0,.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.14,.48,.22,.06,.04,0,0,0,0,0,0,0,0,0,.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.02,.04,.22,.42,.14,.04,.04,0,0,0,0,0,0,0,0,.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.02,.1,.32,.34,.08,.04,0,0,0,0,0,0,0,0,0,.08
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.02,.12,.36,.32,.1,0,.02,.02,0,0,0,0,0,0,0,0,0,0,.02
0,0,0,0,0,0,.02,0,0,.04,.02,.02,.04,.02,.12,.08,.12,.06,.12,.12,.04,.08,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.08
.02,0,.02,0,.04,0,0,0,.04,.06,.02,.08,.06,.04,.1,.18,0,.08,.02,0,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22
0,0,0,0,0,0,0,.02,0,.06,.04,.08,.08,.14,.14,.06,.06,.06,.02,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22
0,0,0,0,.02,.04,0,0,.02,.02,.04,.08,.1,.18,.14,.06,.06,.06,.02,.02,0,.02,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1
