0,0,.04,0,0,0,0,.02,.02,.02,.02,.04,.06,0,.12,.22,.18,.08,.02,.02,0,.04,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.08
0,0,0,0,0,0,0,.04,0,.02,.06,.06,.04,.06,.04,.1,.08,.2,.1,.08,0,0,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1
0,0,0,0,0,.02,0,0,0,0,.02,.04,.06,0,.08,.04,.14,.3,.12,.04,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12
0,0,0,0,0,0,0,0,0,0,0,0,.02,.02,.04,.26,.16,.18,.16,.06,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.08
0,0,.02,0,0,0,.02,.02,.02,0,.08,.1,.08,.08,.1,.1,.06,.08,.06,0,.08,0,0,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,.08
0,0,0,0,0,.04,.02,.04,.06,0,.02,.04,.14,.06,.06,.04,.16,0,.08,0,.02,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2
0,0,0,.02,0,.06,.04,.02,.04,.08,0,.1,.06,.14,.06,.1,.06,.02,.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16
0,0,0,0,0,0,0,0,0,0,.02,0,.02,.02,.14,.16,.06,.22,.12,0,.04,.02,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,0,0,.02,.18,.08,.26,.28,.14,.02,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.06,.2,.26,.18,.12,.1,.02,.04,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,.26,.24,.26,.02,0,0,.02,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,0,.04,.12,.34,.28,.1,.08,0,.02,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,.02,.02,.1,.22,.28,.14,.14,.04,0,0,0,0,0,0,0,0,0,0,0,.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,.16,.26,.28,.12,.06,.02,0,.02,0,0,0,0,0,0,0,0,0,0,0,0,.06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,.06,.04,.04,.1,.14,.24,.24,.06,.04,0,0,0,0,.02,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.06,.24,.32,.1,.14,.1,.02,0,0,0,0,0,0,.02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24,.46,.1,.14,.04,.02,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.02,0,.36,.42,.16,.04,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.04,.06,.64,.22,.04,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3,.44,.12,.08,.02,.04
