0.0,1.5725006341695624
10.0,1.549675702696984
20.0,1.44472299965796
30.0,1.2857988492819978
40.0,0.9583207200085742
50.0,0.35781881030556156
60.0,-0.15727319690531857
70.0,0.0698773145231804
80.0,0.33477881109803276
90.0,0.3889079543245956
100.0,0.24545776007351086
110.0,-0.15166603845361112
120.0,-0.9693272797914096
130.0,-1.4143406653856012
140.0,-1.2788188329893029
150.0,-1.2533314715869341
160.0,-1.0766095502217155
170.0,-1.0135970867196467
180.0,-0.929368138746244
190.0,-0.83946678875372
200.0,-1.209741532987245
210.0,-1.3139463575201327
220.0,-1.5102071027378805
230.0,-0.9750691070079281
240.0,-0.24783953869654618
250.0,0.22328131798025236
260.0,0.40418854083323885
270.0,0.32605393787731657
280.0,0.013012765888940823
290.0,-0.4204776125144512
300.0,-0.1587809706935633
310.0,0.5871190818318118
320.0,0.9954712871654838
330.0,1.241283307276653
340.0,1.4244342163488775
350.0,1.539484109347775
